Gabe Nabers	LAC	3.3	14.4	0.1	3.2	25	0.2	0.1	7.4
Keith Smith	ATL	3.3	13.8	0.1	3.3	25.7	0.2	0.1	7.2
Andy Janovich	CLE	1	4.3	0	4	33.5	0.2	0	6.9
JaMycal Hasty	SF	5.2	22.1	0.2	2	14.5	0.1	0	6.4
Ito Smith	MIN	4.6	19.6	0.2	2.1	13.7	0.2	0	6.4
Devine Ozigbo	JAC	4.7	20.1	0.1	2.7	20.1	0.1	0.1	6.4
Kalen Ballage	PIT	7	27.8	0.2	1.7	11.7	0	0.1	6.1
Jordan Wilkins	IND	4.6	20	0.2	2.1	14.8	0.1	0	6.1
Nick Bellore	SEA	1.5	6.6	0	3.5	25.3	0.2	0	6.1
Trenton Cannon	CAR	4.1	17.1	0.1	2.5	19.2	0.1	0	5.9
Ben Mason	BAL	0	0	0	3.5	27.7	0.2	0	5.9
Darwin Thompson	KC	6.6	26.1	0.1	1.8	13.8	0	0	5.7
Michael Burton	KC	3.3	14	0.1	1.8	14.8	0.1	0	4.9
Derek Watt	PIT	4.3	18.1	0.2	1.2	8.7	0.1	0	4.6
Khari Blasingame	TEN	0.5	2.1	0	2.3	19.3	0.1	0	3.9
Elijhaa Penny	NYG	2.5	10.2	0.1	1.5	10.9	0	0	3.5
Jakob Johnson	NE	0	0	0	2.2	18.9	0.1	0	3.3
Antonio Williams	BUF	4.2	18.1	0.1	0.4	3.2	0	0	3
Dexter Williams	GB	3.2	13.6	0.1	0.4	3.1	0	0	2.2
Jonathan Williams	WAS	2.3	9.8	0	0.9	7	0	0	2.1
Tony Brooks-James	PIT	2.3	9.8	0	0.9	6.3	0	0	2
Dontrell Hilliard	HOU	1.7	7.1	0	0.9	6.4	0	0	1.8
Taiwan Jones	BUF	1.1	4.7	0	0.9	7.1	0	0	1.6
Patrick Laird	MIA	1.3	5.7	0	0.9	5.5	0	0	1.6
C.J. Prosise	TB	0.9	3.6	0	1	7	0	0	1.5
Elijah McGuire	KC	0.9	3.5	0	0.9	7.2	0	0	1.5
Josh Adams	NYJ	1.1	4.6	0	0.9	6	0	0	1.5
Ryan Nall	CHI	0.9	3.9	0	0.9	6.3	0	0	1.4
Artavis Pierce	CHI	0.9	3.9	0	0.9	6.2	0	0	1.4
Jason Cabinda	DET	0.8	3.5	0	1	6.1	0	0	1.4
Nathan Cottrell	JAC	0.9	3.6	0	0.9	6.4	0	0	1.4
LeVante Bellamy	DEN	1	4.4	0	0.9	5.7	0	0	1.4
Adrian Killins Jr.	DEN	0.9	3.9	0	0.9	6.1	0	0	1.4
Dwayne Washington	NO	0.9	3.8	0	0.9	6.2	0	0	1.4
Jason Huntley	PHI	0.9	3.9	0	0.9	6.1	0	0	1.4
Damarea Crockett	DEN	1	4.2	0	0.9	5.7	0	0	1.4
Austin Walter	NYJ	0.9	3.6	0	0.9	6.3	0	0	1.4
Scottie Phillips	HOU	0.8	3.5	0	0.9	6.1	0	0	1.4
Jordan Scarlett	MIA	0.9	3.9	0	0.9	5.3	0	0	1.3
Taquan Mizzell	NYG	0.9	3.7	0	0.9	5.4	0	0	1.3
Cullen Gillaspia	NYG	0.9	3.7	0	0.9	5.2	0	0	1.3
Alfred Morris	NYG	0.9	3.5	0	0.9	5.2	0	0	1.3
Jeff Wilson Jr.	SF	0	0	0	0	0	0	0	0
