Christian McCaffrey	SF	216.9	1004.6	7.3	75	636	4.2	1	268.5
Austin Ekeler	LAC	191.2	861.2	9.4	77.6	599.5	3.9	1.7	261
Josh Jacobs	LV	266.4	1237.4	9.8	40.6	297	0.9	1.7	234.6
Bijan Robinson	ATL	246.7	1176.7	8.6	41.6	343.6	2.1	1.9	233.3
Nick Chubb	CLE	274.6	1365.5	9.2	27.5	234.4	1.1	1.6	232.4
Derrick Henry	TEN	304.2	1334	9.1	31.9	270	0.8	2	232.1
Saquon Barkley	NYG	253.9	1132.9	7.9	52.3	368.7	1.7	1.2	231.5
Tony Pollard	DAL	219.7	1090	7.9	45	374.1	2.1	0.8	227.7
Joe Mixon	CIN	236.2	982	7.7	51	372.9	2.2	1.1	217.9
Rhamondre Stevenson	NE	218.9	1044.5	6.5	55.8	383.3	1.5	1.6	215.2
Jonathan Taylor	IND	267.1	1244.8	8.4	32	227.1	0.9	2.2	214.7
Aaron Jones	GB	201.4	991.1	5.6	51.4	384.5	2.7	1.3	210.5
Breece Hall	NYJ	192.7	954	6.6	41.4	364.1	2.2	1.2	202.8
Najee Harris	PIT	263	1037.5	6.8	40.3	272.5	2.3	1.5	202.7
Travis Etienne Jr.	JAC	221.6	1089.8	6.6	36.4	293.7	1	2.3	197.3
Alexander Mattison	MIN	214.7	935.8	8	33.4	229.4	1.6	1.2	188.1
James Conner	ARI	212.5	907.4	6.9	41.4	300.8	1.3	1.3	188.1
Kenneth Walker III	SEA	227.5	1035	8.2	27.6	183.3	0.7	0.6	187.6
Jahmyr Gibbs	DET	177.7	780.2	6.5	44.2	349.8	2	1.5	183.1
Dameon Pierce	HOU	256.1	1072.1	5.8	32.6	215.9	1.1	2.3	182.1
Rachaad White	TB	206.4	843.4	4.6	47.1	337.8	1.9	2.7	175
Miles Sanders	CAR	214.3	1002.9	6	29.8	209.2	0.8	1.4	174
Isiah Pacheco	KC	196.8	940.4	6.9	25	204.2	0.7	1.9	168.8
Cam Akers	LAR	235.8	975.2	6.4	24.5	204.4	0.7	2.1	168.4
J.K. Dobbins	BAL	174.9	892.5	6.8	22.9	165.4	1.6	0.7	166.3
David Montgomery	DET	194.9	782	6.3	33.2	278.9	1.2	1.3	164.9
Javonte Williams	DEN	170.4	794.5	4.6	36.7	256.8	1.7	1.5	158.4
James Cook	BUF	154.8	786	4.6	34.9	262.4	1.7	1.4	157.5
Alvin Kamara	NO	164.7	691.1	3.6	40.9	357.4	1.7	1.1	155.3
D'Andre Swift	PHI	125.5	583.9	5.1	42	343	1.9	0.9	154.1
AJ Dillon	GB	169.5	738.3	5.8	25.9	205.3	0.8	0.9	145
Brian Robinson Jr.	WAS	213.5	896.6	4.5	16.3	105.9	0.7	0.7	137.9
Antonio Gibson	WAS	134.5	541.5	3.5	43.2	312.6	1.5	1.3	134.1
Samaje Perine	DEN	148.8	625.6	3.8	29.1	233.7	1.5	0.3	131.7
Khalil Herbert	CHI	152.9	764.7	4.3	18.6	125.2	0.7	0.6	127
Jeff Wilson Jr.	MIA	141.6	651.8	4.5	22.6	173.8	1.1	1.5	124
Rashaad Penny	PHI	161.5	776.8	5.3	9.1	61.4	0.3	1	120.1
Jamaal Williams	NO	157.6	652.8	5.3	14	105.9	0.5	1	115.8
Raheem Mostert	MIA	137.1	607	3.3	23.7	165.6	0.9	1.1	112
Elijah Mitchell	SF	144.5	654.5	4.2	13.1	95.6	0.8	0.6	110.3
Tyler Allgeier	ATL	146.8	682.8	3.3	11.5	89.4	0.5	0.6	104.6
Jerick McKinnon	KC	58.2	228	1.7	39.3	335.4	3	0.5	103.3
Damien Harris	BUF	129.9	574.5	4.1	17	116.5	0.4	0.7	102.8
Devin Singletary	HOU	129.6	548.8	2.9	25	180.9	0.4	1.2	102.6
Zach Charbonnet	SEA	118.6	513.9	3.3	20	166.2	0.7	1	99.9
Chuba Hubbard	CAR	113.2	527.4	3.2	18.4	161	0.5	0.7	98.6
D'Onta Foreman	CHI	138.7	677.7	3.4	6.9	52.2	0.2	0.9	96.5
Jaylen Warren	PIT	104.8	473.1	2.6	23.1	197.9	0.4	0.4	96.1
De'Von Achane	MIA	112.8	454.2	2.9	21.6	181.4	0.9	0.9	95
Kenneth Gainwell	PHI	75.6	344.8	3.2	19.2	153.1	0.6	0.6	80.9
Gus Edwards	BAL	111	530	3	6.7	58.8	0.2	0.9	79.4
Tank Bigsby	JAC	103.4	413.4	2.5	15.1	125.8	0.6	0.9	78.2
Chase Edmonds	TB	79.1	348.8	1.7	21.2	166.9	0.8	0.4	76.6
Roschon Johnson	CHI	101.2	455.3	2.4	8.9	101.5	0.5	1	75.8
Cordarrelle Patterson	ATL	72.5	308.2	2.3	19.2	159.3	0.8	0.4	74.4
Zonovan Knight	NYJ	101.5	396.5	1.8	16.1	117.8	0.6	0.4	72.6
Joshua Kelley	LAC	92.7	380.3	2.3	13.6	115.8	0.3	1.2	69.4
Tyjae Spears	TEN	89.6	353	1.8	15.3	126.8	0.6	0.8	68.3
Chase Brown	CIN	74.6	302.2	1.8	17.7	144.1	0.6	0.8	66.5
Clyde Edwards-Helaire	KC	76.9	326.5	2.1	12.2	109.1	0.9	0.5	66.5
Michael Carter	NYJ	68.5	262	1.2	22.1	183.3	0.7	0.5	66
Ty Chandler	MIN	83.2	340.6	2.2	12.7	98	0.5	0.9	64.6
Jerome Ford	CLE	93.8	347.5	1.8	11	104.4	0.3	0.6	62.5
Kendre Miller	NO	77.6	306.7	1.8	12.9	122.7	0.6	0.8	62
Pierre Strong Jr.	NE	82	325.8	1.8	10.2	90	0.2	0.5	58
Keaontay Ingram	ARI	75.2	303	1.8	13.6	91.3	0.3	0.4	57.9
Israel Abanikanda	NYJ	73.9	301.6	1.6	11.5	117.2	0.4	0.9	57.9
Kyren Williams	LAR	83.4	302.6	1.2	14.4	120.5	0.3	0.5	57.7
Ronald Jones II	DAL	83.5	351.6	2.2	5	42.4	0.2	0.7	54.5
Zack Moss	IND	74.6	322.1	1.4	8.6	58.1	0.2	0.5	50.8
Matt Breida	NYG	59.1	264.5	1.2	12.9	103.4	0.3	0.8	50.5
Latavius Murray	BUF	57.8	277	1.6	10.3	71.9	0.2	0.3	50
Isaiah Spiller	LAC	69.3	269.2	1.2	9.5	80.5	0.3	0.3	47.9
Kenyan Drake	IND	54.7	227	1.1	12.6	95.7	0.2	0.5	44.9
Corey Clement	ARI	56.8	206.1	1.7	11.7	80	0.2	0.4	44.9
Malik Davis	DAL	63.9	263.4	1.4	5.7	59.6	0.2	0.3	44.4
Zach Evans	LAR	60.9	221.9	1.2	9.3	86.9	0.4	0.5	44.3
Melvin Gordon III	BAL	56.2	231.5	0.9	11.7	89.2	0.3	0.8	43.9
Deuce Vaughn	DAL	45.7	208.9	1.2	11.2	83.2	0.3	0.5	42.5
Ty Montgomery	NE	38.7	118.9	0.6	19	129.1	0.7	0.1	41.6
JaMycal Hasty	JAC	37.1	179.4	1	12.9	96.2	0.4	0.4	41.5
Eric Gray	NYG	50	213.1	1.1	8.5	71.6	0.4	0.5	40.9
Ameer Abdullah	LV	29.3	102.5	0.4	19.3	143.6	0.6	0.4	39.8
Deon Jackson	IND	44	139.1	0.6	17.6	111.5	0.5	0.6	39.3
Royce Freeman	LAR	15.5	191.9	1	10.8	63.8	0.2	0.4	37.4
DeeJay Dallas	SEA	33.1	160.5	0.8	11.1	88.3	0.3	0.1	36.7
Sean Tucker	TB	52.9	207.5	0.8	7.1	66.5	0.2	0.3	36.4
Hassan Haskins	TEN	39.6	152.1	0.5	13	89.8	0.3	0.2	35.5
Ke'Shawn Vaughn	TB	51.7	205.4	1.2	6.3	41.5	0.2	0.6	35
Jordan Mason	SF	50.3	229.3	0.8	2.9	34.7	0.1	0.4	32.5
DeWayne McBride	MIN	64.6	195	0.8	3.6	61.6	0.1	0.2	32.4
Kevin Harris	NE	61.2	207.4	1.1	3.1	31.3	0.1	0.2	32.1
Kene Nwangwu	MIN	43.9	148.8	0.9	8.7	57.4	0.3	0.2	31.4
Raheem Blackshear	CAR	30.4	116.8	1.2	9.5	71.6	0.2	0.4	31.3
Chris Rodriguez Jr.	WAS	41.2	169.5	0.8	6.4	48.8	0.1	0.1	30.2
Evan Hull	IND	45.7	175.6	0.6	5.2	62.4	0.1	0.2	30.1
Trayveon Williams	CIN	49.2	181.4	0.6	6.4	51.4	0.2	0.9	29.6
Zamir White	LV	53.5	181.3	1.3	3.1	15.6	0.1	0.1	29.6
Boston Scott	PHI	33.8	154.2	1.2	3.6	38.3	0.1	0.5	28
Chris Evans	CIN	28.9	104	0.3	9.9	74	0.3	0.2	26.4
Travis Homer	CHI	19.4	98.2	0.3	9.9	81.7	0.3	0.1	26.4
Anthony McFarland Jr.	PIT	19.3	123.8	0.6	8.2	49.3	0.2	0.1	26.1
Kyle Juszczyk	SF	8.3	28.2	0.3	13	108.5	0.6	0	26
J.J. Taylor	NE	4.5	121.3	0.9	5.6	44.2	0.2	0.2	25.6
Sincere McCormick	LV	30	136	1	4	39	0	0	25.5
Patrick Taylor Jr.	GB	21.2	113.8	0.9	6.1	42.9	0.3	0.1	25.3
Jonathan Williams	WAS	41.1	119.6	0.7	6.4	44.8	0.2	0.1	24.7
Brandon Bolden	LV	20.3	86.8	0.6	7.9	67.5	0.2	0.2	24.3
Kenny McIntosh	SEA	39	146.9	0.5	4	49.1	0	0.2	24.3
D'Ernest Johnson	JAC	34.3	141.6	0.5	4.7	41.9	0.1	0	23.9
Tony Jones Jr.	DEN	40.8	121.7	0.7	5.2	36.5	0.2	0.1	23.6
James Robinson	NYG	48.4	156	0.2	4	49.2	0.1	0.4	23.3
Demetric Felton Jr.	CLE	17.4	77.7	0.3	10.7	73.5	0.2	0.1	23.2
Tyrion Davis-Price	SF	33.6	131.7	0.4	3.6	44.8	0.1	0.2	22.2
Gary Brightwell	NYG	18.2	96	0.7	6	33.4	0.2	0.1	20.8
Tyler Badie	DEN	16.1	81.9	0.4	7.6	48.8	0.2	0.1	20.6
Mike Boone	HOU	23.3	99.9	0.4	5.8	40.3	0.2	0.1	20.4
Hunter Luepke	DAL	18	47.8	0.6	7.2	45.4	0.6	0	20.2
John Kelly Jr.	CLE	19	81.9	0.5	5.8	42.9	0.3	0.2	19.8
Deneric Prince	KC	29.7	99.1	0.3	4.4	42.9	0.1	0.2	19
Snoop Conner	JAC	22.7	99.9	0.8	3.2	21.8	0.1	0.1	19
Dare Ogunbowale	HOU	15.6	73.1	0.5	7	40.7	0.1	0	18.6
Salvon Ahmed	MIA	31.7	97.1	0.1	4.3	52.1	0.1	0	18.1
Myles Gaskin	MIA	32.4	98.1	0.1	4.4	56.3	0.1	0.4	17.8
Rico Dowdle	DAL	33.8	101.7	0.4	2.8	29	0.1	0.1	17.5
Brittain Brown	LV	17.3	77.7	0.6	4.1	33.7	0.1	0	17.2
Lew Nichols III	GB	24	97	0.5	4	25.4	0	0.1	17.1
Reggie Gilliam	BUF	4.5	18.8	0.2	8.9	65.5	0.5	0	17
Craig Reynolds	DET	16.7	67.8	0.3	5.1	47	0.2	0	16.8
Justice Hill	BAL	17.9	74.6	0.3	6.5	39.7	0.2	0.2	16.8
Alec Ingold	MIA	4.9	12.7	0.1	10.2	67.3	0.4	0	15.9
Damarea Crockett	NYJ	14.1	59.5	0.4	4.6	34	0.3	0	15.5
Ty'Son Williams	ARI	19.8	73.6	0.5	3.7	26	0.1	0	15
Darrynton Evans	BUF	12.1	41.4	0.1	8.9	41.4	0.3	0.1	14.6
C.J. Ham	MIN	7.1	20.7	0.1	7.6	49.7	0.3	0	13.4
Larry Rountree III	LAC	10	41.3	0.3	4.6	33.8	0.2	0.1	12.5
Zander Horvath	LAC	8.2	19.6	0	5.9	21.9	0.8	0	12.1
Julius Chestnut	TEN	11.7	41.4	0.1	5.7	36.2	0.2	0.1	12.1
Trey Sermon	PHI	18.9	64.1	0.1	3.8	31.5	0.1	0.2	12.1
Patrick Ricard	BAL	6.2	18.9	0.1	7	48.5	0.3	0.6	11.4
Trestan Ebner	CHI	17.7	59.9	0.1	2.9	26.5	0.1	0.1	10.9
La'Mical Perine	KC	4.2	17.6	0.2	5	35.7	0.3	0	10.9
Godwin Igwebuike	ATL	0	13.3	0.1	6	43.5	0.2	0.1	10.6
Jermar Jefferson	DET	4.6	19.4	0.2	4.4	34.5	0.3	0	10.4
Qadree Ollison	JAC	4.5	18.8	0.2	4.5	31.9	0.2	0	9.3
Jason Cabinda	DET	4.6	12.5	0.1	4.4	33.3	0.3	0	9.1
Giovanni Ricci	CAR	4.6	19.6	0.2	4.1	29.9	0.2	0	9
Spencer Brown	CAR	4.6	19.7	0.2	4.1	28.5	0.2	0	8.9
Patrick Laird	TB	4.4	18.2	0.2	4.1	30.5	0.2	0	8.9
Nate McCrary	GB	5.4	22.7	0.1	3.8	28.1	0.2	0	8.6
Ronnie Rivers	LAR	4.6	19.4	0.1	4	30.4	0.2	0	8.6
Jonathan Ward	TEN	10.1	42.9	0.2	1.9	14	0.1	0	8.3
Gerrid Doaks	HOU	4.7	19.8	0.1	4	27.7	0.2	0	8.3
Avery Williams	ATL	5.4	22.8	0.2	3.5	22.4	0.2	0	8.3
Jake Funk	IND	5.5	23.2	0.1	3.5	24.1	0.2	0	7.9
Jaret Patterson	WAS	10.7	32.9	0.1	2.4	13.1	0.1	0	7
Adam Prentice	NO	0	11.3	0.1	4	19.7	0.2	0	7
Henry Pearson	GB	0	13.1	0.1	3.7	16.4	0.2	0	6.8
Michael Burton	DEN	4.7	12.1	0.1	3.3	19.3	0.2	0	6.7
Jack Colletto	SF	0	7.3	0.1	3.6	16.3	0.2	0	5.7
Jason Huntley	IND	5	14.6	0.1	2.3	17.8	0.1	0	5.6
Khari Blasingame	CHI	5.8	13.8	0.1	2.6	12.1	0.1	0	5.3
Jakob Johnson	LV	0	2	0	4.5	16	0.2	0	5.2
Keith Smith	ATL	5.4	12.2	0.1	2.8	11.5	0.1	0	5.1
Ellis Merriweather	NO	0	10.2	0.1	0.5	3.7	0	0	2.3
Tyler Goodson	GB	0	10.2	0.1	0.5	2.6	0	0	2.2
Khalan Laborn	SF	0	3.5	0	0.6	3.8	0	0	1.3
Nick Bellore	SEA	0	0	0	0	0	0	0	0
Mohamed Ibrahim	DET	29.5	93.5	0	0	34.7	0	0.2	0
Jaleel McLaughlin	DEN	17.9	54.5	0	0	20.2	0	0.1	0
Keaton Mitchell	BAL	23.7	73.9	0	0	27.4	0	0.1	0
